,date,username,user_location,tweet,num_of_like,num_of_retweet,num_of_followers,num_of_reply
3204,2023-01-15 19:14:28+00:00,VikingIrishGod,"Harker Heights, TX","@CherryBomb_73 I guess the Irish &amp; Russian in me makes me a cold weather guy because I love snow
..
Everything is absolutely fantastic with me so thank you for hoping",1,0,2644,1
3205,2023-01-15 18:16:07+00:00,MichielVh123,"Beveren, België","@micah_erfan German energy
Belgian taxes
USA health policy
North Korea economy
Japan immigration 
Saoudi Arabian social views
French patriotism
Irish weather
Myanmar army
Congolese labour protections
Australian housing
UK education",0,0,316,0
3206,2023-01-15 15:35:14+00:00,Vivixen20191,Utopia USA,Now a hint of spike in coffee☕️because I’ve already been productive and I need something in me to walk the dog in 20 some degree weather.🥶So coffee with mocha Irish whiskey for the win🏆 😁 It is Sunday Funday after all. I wake n bake in every sense of the term.☕️🥧🫐😮‍💨💨😎💋💋 https://t.co/dRyB06I5oO,210,2,18587,42
3207,2023-01-15 15:30:04+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/LmZ2f4US6A",0,0,935,0
3208,2023-01-15 14:49:01+00:00,patbahn,,@Nikki_Irish What do you want from the city? International flights? Domestic flights? Amtrak? Food culture? Weather? Affordable housing? I happen to like philadelphia a lot,0,0,395,0
3209,2023-01-15 14:03:57+00:00,bhuchungtsering,D.C. @savetibetorg personal,"Tragic! #Pokhara bound plane from #Kathmandu crashes. Those on board included 53 #Nepalis, 5 #Indians, 4 #Russians, 1 #Irish, 1 #Australian, 1 #Argentinian, 2 #Koreans &amp; 1 #French. Baffling that weather was said to be good. ད་གང་དྲག
https://t.co/vrDp6B4qML",3,0,5826,0
3210,2023-01-15 13:48:08+00:00,PhoenixSir,,"@Met4CastUK It high time met4, met office stopped showing inland cities on the UK weather map and followed the example shown by BBC, ITV, Channel 4 and 5 where all the coastal names are out into the Irish Sea, North Sea etc, substitute Manchester to Liverpool etc, much better.",0,0,7,1
3211,2023-01-15 12:01:23+00:00,JaniceKearns,Dublin,We need a weather app that tells you if there's good drying out on a dull day 😁 #gooddryingout #irishweather,1,0,616,0
3212,2023-01-15 11:29:10+00:00,irish_organic,Galway,"I took these off the wall last October to clean them and put them back up for Spring but something shiny must have distracted me. 75% occupancy last year so I'll make a couple more and get them all up on the wall before the weather starts to warm up. That's the intention, anyway. https://t.co/u1uvgD6sHP",95,5,4033,4
3213,2023-01-15 10:33:39+00:00,ciaranupton,Australia,@frank_oconnor @anoisagency @judesherry For houses allegedly unoccupied since 2009 they've held up awfully well- in Irish weather too!,4,0,732,0
3214,2023-01-15 10:20:05+00:00,marion_mcgarry,"Sligo, Ireland",Delighted to be on the Moncrieff Show on Newstalk FM last week. I joined Seán to discuss old Irish weather beliefs. You can listen back here: https://t.co/9U9dNLt2Lu @ATU_Connemara @ATU_HRG @ATULib_gal_mayo @ATU_GalwayCity @OrpenPress @atu_ie,13,6,4515,0
3215,2023-01-15 08:51:13+00:00,EnglishJaun,,"Irish weather: Met Eireann forecast cold and wet today with icy patches and falls of sleet in Ulster
https://t.co/xvKnU4awbE",0,0,1312,0
3216,2023-01-15 08:45:00+00:00,Independent_ie,Dublin,Irish weather: Cold and wet today with icy patches and falls of sleet in Ulster https://t.co/kTenEV3uiq,4,0,800947,7
3217,2023-01-15 07:40:47+00:00,BrendonWessels,The Republic,"BET: 

London Irish v Stormers o51.5 points. 

Been lining this up for a while. Weather looks clear in Brentford and these are two teams that love to run the ball. Can see this being a very open game with two exciting backlines. 

Hoping for a cracker in London!

#ChampionsCup 🏉 https://t.co/nqQ1Ks6cEh",7,1,1183,1
3218,2023-01-15 04:25:11+00:00,sue21320,"Manche, Basse Normandie",@Joketamsonswean @sophie46472077 They don't (afaik) have toxic and WWI or WWII ammunition dumps on the seabed where they would be built. I also imagine they build them in calmer weather zones than rhe Irish Sea.,0,0,1635,0
3219,2023-01-15 03:15:23+00:00,58chevyRob,Nor Cal,"@Nikki_Irish @wshandcock I have lived here for all of my life, but I would not recommend it to anyone. The only advantage is the weather and the fact that where I live, I can be in the mountain snow in 2.5 hrs or the beach in 1.5 hrs.",1,0,130,0
3220,2023-01-15 01:01:58+00:00,eagerbeavertech,"Austin, TX","https://t.co/Bo8GcTquV6  
  Irish weather: Cold weather advisory issued with Artic airflow ... - https://t.co/JSiFwp6YwU.",0,0,197,5
3221,2023-01-15 00:59:22+00:00,whiskeylore,The World of Whisky,@JamesSliabhLiag @ArdaraDistilled Whew! Good Irish weather ☘️ Making it green for us. Stay dry.,1,0,1808,0
3222,2023-01-15 00:20:56+00:00,RiceCakes143,,@chuuvelys Irish weather you mean🫠,1,0,14,1
3223,2023-01-15 00:19:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/pEzZqSLgQ9",0,0,935,0
3224,2023-01-14 23:42:07+00:00,ChasMooney1,"Belfast, Ireland","@todayInIreland Irish weather, yoyo.",3,0,944,0
3225,2023-01-14 23:31:41+00:00,todayInIreland,Waterville~Key West~Austin ,"About 4 minutes after I returned from a sunny walk, THIS happened! 😳 The weather gods were looking out for me! 😂 #Waterville #Ireland #TodayInIreland #irishweather https://t.co/9SPWuu6e7L",34,4,8790,3
3226,2023-01-14 22:57:30+00:00,blurredfrank,Etc.,"Lovely Indian neighbours who keep making Indian food:
Don't be alarmed when you see groups of Irish loitering near your house. We're there for the aromas. 
And in this weather, Indian food rules. 
#SaturdayVibes
#foodforthought 🇮🇳 🇮🇪 https://t.co/SXUjkaobi3",4,0,8979,0
3227,2023-01-14 22:56:42+00:00,ThomB01,Earth,"@ShotTakingTime I can sicker you one better - when the weather's lousy here I bet one of those Irish Greyhound cards just to keep entertained. They have 10 cent min win and place, so the worst I can do is lose $2.00.",0,0,1393,0
3228,2023-01-14 22:50:16+00:00,ilve2sing,"Massachusetts, USA",Carol Cook was on @GreysABC she wouldn’t leave the hospital. She called George Irish. She sang stormy weather!!,0,0,37,0
3229,2023-01-14 22:48:49+00:00,zebra_ballerina,London,"@juliettemm The 25th offers A Room of One's Own Day; Library Shelfie Day (4th Weds in Jan); Irish Coffee Day; Observe the Weather Day; Opposite Day; &amp; Thank Your Mentor Day.
And it’d be remiss of me not to point out that 27/01 is Chocolate Cake Day. (Might have to celebrate that myself 😶)",1,0,686,0
3230,2023-01-14 22:37:43+00:00,ArmyInfSgtVet,California,"@tweetdivine @NTBreakfast I assume they are hurling sea rocks. The swimmers don't seem to be bothered by rocks either. Here on the far north Pacific coast, Ca, Oregon, Wa., it's Irish like weather. Summers are mostly in the 60s F.",1,0,303,1
3231,2023-01-14 22:29:22+00:00,raincrosscbg951,Golden state of mind,Cold day in the IE. I got Irish coffee and Mexican weed. #weather #Food #CannabisCommunity https://t.co/M1Md8SC1OH,26,1,1625,0
3232,2023-01-14 22:03:15+00:00,WixpixRob,,"After the week, in fact, the last couple of weeks have been challenging weather wise, I find it hard to believe that these were only taken 12 months ago..
The Irish Sea &amp; the Heysham harbour wall light giving something back…😎
Sometimes, I ❤️ my job 🚛🛳 https://t.co/plPyJ2lpkU",9,0,203,0
3233,2023-01-14 21:53:12+00:00,StevieCahill,Kilkenny,"2nd league game of the season and it's the middle of January. 🫣
That's what a small run in the SFAI and Irish weather does for you.....and the hurling will be back before we know it. https://t.co/jXdGbHeKbj",15,0,3840,1
3234,2023-01-14 20:38:17+00:00,SofiaIsli,,"@meklieo Not good. 
Weather vocabulary sucks. I hate irish syntax",0,0,280,1
3235,2023-01-14 20:04:36+00:00,RathbarryStud,"Fermoy, Co Cork, Ireland",Many thanks to all who visited Rathbarry &amp; Glenview Studs as part of the @IREthoroughbred Irish Stallion Trail 🇮🇪 A busy two days were made easier by the unusually cooperative weather! ☀️ https://t.co/STaLZL0QjZ,34,3,6950,3
3236,2023-01-14 19:36:43+00:00,PaDrAiC1990,Sligo,@UberFacts Irish people are one of the friendliest and they grew up in shit weather!,0,0,35,0
3237,2023-01-14 19:06:04+00:00,Kieronellis27,,"Met Eireann has warned that the weather will change suddenly from Sunday evening when the current stormy conditions give way to showers of sleet, snow and hail. Weather warnings will be issued in the coming days

Irish Mirror https://t.co/GXqyJ07ywK",0,0,1998,0
3238,2023-01-14 17:44:08+00:00,kcook,"Prince Edward Island, Canada","@monicabyrne13 Galway!  And real Irish mead, sounds like a dream! Hope the weather is great for you.",0,0,277,0
3239,2023-01-14 16:41:57+00:00,carolineroulaux,Maastricht,@daraobriain On our way to Eindhoven now! You could have kept the Irish weather at home though…,0,0,297,0
3240,2023-01-14 16:13:24+00:00,Murray_Kinsella,"Dublin, Ireland","Proper Irish weather in La Rochelle! 

Donnacha Ryan just saying hello to the Irish media: “Hope ye brought the sun cream lads!” 🌧️ https://t.co/3ErKsGTAnD",46,4,59108,1
3241,2023-01-14 15:57:05+00:00,BobbyHarpur,Ireland,Remember in my naive 20s (1990s) arguing the points against cycling as a genuine alternative to traffic in Dublin on account of the Irish weather. https://t.co/4vcLGD67af,0,0,856,1
3242,2023-01-14 15:53:25+00:00,FashionFixes,Ireland and UK,"Unfortunately, whatever time of year you plan a wedding day, you can never rely on the Irish weather to behave itself. Even a brief shower at the wrong time can spoil the big day and months of planning. So be prepared and have your bridal #umbrella!
https://t.co/FIxmiK3cBi https://t.co/i1gQG99jzf",0,0,1357,0
3243,2023-01-14 15:36:28+00:00,serbiaireland,"Dublin City, Ireland","A (good) few years ago, I wrote an article about ""The Great Flood"" from the Irish Annals, which The Annals say happened in the mid 3rd mil BC. Bog Oak tree ring records confirm that the weather suddenly turned pretty wet right around then. From:  
    https://t.co/ZX8JJFAM7m",20,2,33345,4
3244,2023-01-14 15:36:01+00:00,MichaelDornelas,"Conty Limerick, Ireland.",Oh boy! I gotta make a trip to Galway by bus but this Irish weather is not inviting me out at all 🌧,0,0,6584,0
3245,2023-01-14 15:31:31+00:00,ramenpoodles2,"Koto-ku, Tokyo",Weather like this makes me want to do the Irish jig,0,0,24,0
3246,2023-01-14 11:49:08+00:00,SunInnDedham,"Dedham, England","Excellent insight into @DanburyRidge by @JancisRobinson - including Liam’s escape from Irish weather! 

We’ve a couple of Octagon Block 2018 on our list - has got better &amp; better, also 2020 Estate PN &amp; Ch. Proud to list such a wonderful Essex wine 

https://t.co/cEUm5MR3IW",2,0,1514,0
3247,2023-01-14 11:48:17+00:00,fellowflklorian,she/her ✧ 22 ,"@taylouiswhore heres sum bops (ig)

Steal My Girl - 1D hah
Always You - LOUIS FREAKING TOMLINSON 
Heartbreak Weather - Niall the irish princess
Sofia - Clairo
Daylight - Harry Styles
Magic - 1D
Better Than Revenge - Dr SWIFT
Night Changes 🤭 - 1D",2,0,484,1
3248,2023-01-14 11:26:03+00:00,AndrewMoynihan2,"Dublin City, Ireland","@frank_cogan Well, the Irish weather is experiencing a hard border, that's for sure. It just seems to stop dead at the UK on this Met Eireann forecast! 🤔 https://t.co/VFtIBeJM2R",0,0,329,1
3249,2023-01-14 11:00:44+00:00,irish_organic,Galway,"Galanthus (snowdrops) are starting to open. One of the first signs the days are getting longer. Looking at the weather forecast this morning shows we might have actual real snowflakes next week, here's hoping! https://t.co/tDM4EHhAc2",87,6,4033,3
3250,2023-01-14 10:27:47+00:00,Ares7791,Ireland,@JackHoldenMMA @thePbrown @Also938950791 @bertkreischer Scottish are actually Irish who travelled north to seek worse weather :) Check ancient history,1,0,228,2
3251,2023-01-14 09:31:12+00:00,NewsjunkyI,Ireland,"via https://t.co/qbHPQ7ii2f: Breaking: 'Irish weather: Cold weather advisory issued with Artic airflow bringing ‘hail, sleet, and icy stretches’', https://t.co/58pokf72kk",0,0,178,0
3252,2023-01-14 09:28:56+00:00,EnglishJaun,,"Irish weather: Cold weather advisory issued with Artic airflow bringing ‘hail, sleet, and icy stretches’
https://t.co/neWkohYHGq",0,0,1312,0
3253,2023-01-14 09:25:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Good fun, great food &amp; plenty of #drink. Cozy #Irish #pub w/awesome river-side warm-weather #patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #sightseeing #dining #nightlife #HappyHour https://t.co/fCb5V8IbVL",0,0,935,0
3254,2023-01-14 09:23:27+00:00,AvenuesAverage,,@AmyCrx_ Hope you are well my friend how's the Irish weather treating you?,1,0,460,1
3255,2023-01-14 09:15:00+00:00,Independent_ie,Dublin,"Irish weather: Cold weather advisory issued with Artic airflow bringing ‘hail, sleet, and icy stretches’ https://t.co/qwdDS706Jr",4,1,800947,0
3256,2023-01-14 09:03:03+00:00,ahmed87khairy,"Cairo, Egypt","So 2 days ago, a drunk Irish guy stopped at the pub and asked me “Dude, do you know the 2 Ws that you should not trust”, he continued saying “weather and women” 😅😅😅",2,0,51167,0
3257,2023-01-14 08:12:54+00:00,MarkLawless8484,Liverpool,@Dividend_Talk I find irish weather is actually predictable. Predictability shite!,0,0,1245,1
3258,2023-01-14 07:35:20+00:00,Dividend_Talk,Ireland,"Based on the unpredictable  Irish weather, @EuropeanDGI and I have picked 6 stocks that we would have in an all-weather  portfolio. 

If you like the show than please retweet and Let us know in the comments below what companies you would own

https://t.co/lqBEYZ8rRj https://t.co/ikSaEBL4a3",61,13,5659,9
3259,2023-01-14 06:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","04:59 GMT: Forecast for the next 12 hours: Unsettled, rain later
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
3260,2023-01-14 00:54:41+00:00,Rotorblur,Ireland 🇮🇪🇪🇺,"00:56, Irish Coast Guard Helicopter RESCUE118 is inbound to UH Galway now in poor weather conditions, Irish Coast Guard Sikorsky S92, Registration:EI-ICU, SAR Base:Sligo. https://t.co/kwpG9SIoS7",2,0,2872,0
3261,2023-01-14 00:42:42+00:00,TheBlueApe,California Republic,"Watching The Banshees of Inisherin with a glass of Powers whiskey in distinctly Irish type of weather &amp; realizing why Ireland wasn’t @KittymomLucy’s cup of tea. Hell, she never even liked fog, strange for an SF born &amp; raised girl. Also, did we know Brendan Gleason was a fiddler?",1,0,787,0
3262,2023-01-13 23:48:16+00:00,Lorenzo1ofNone,,This is Irish weather right here in dunwoody 🥶🥶,0,0,338,0
3263,2023-01-13 23:43:03+00:00,GiantsFan68," Johnsburg, NY",@sullivanamy That probably too much. For kids the Belfast Titanic Experience is interesting. If you want Irish music experience the Willie Clancy is crazy busy but great. Close to other sights as well. Spend a day in Galway City if the weather is good but probably won’t be.,0,0,89,0
3264,2023-01-13 23:20:45+00:00,jamesfahey15,"Mayo, Ireland",@SusanFu14150836 You did Susan and we had for a while today but the Irish weather wasn’t having any of it and banished the sun and replaced it with more and more rain 😀,1,0,6455,1
3265,2023-01-13 23:16:40+00:00,Maryamm_510,,@angelieq8 Im the same hahahha with irish weather,0,0,2,1
3266,2023-01-13 23:09:57+00:00,Edge57862716,,@ArleneFosterUK Poor Dog hope he doesn’t pick up the DUP hate in the north of Ireland. Hope you had a good day over in England back to wet Irish weather.,2,0,8,1
3267,2023-01-13 21:33:11+00:00,MacroDistress,Washington DC,Yup. That’s it. I gather this guy is head of the Irish weather service,0,0,100,0
3268,2023-01-13 21:12:34+00:00,NiflSupporter,Northern Ireland,Proper Irish league weather at Taylor’s Avenue,0,0,2610,0
